Movie;MMAstring2;idimdb;Writers;Runtime;Filming_locations;Poster 1;Plot_simple;Actors;Directors;IMDBurl;Genres;Rating;Year;Distributor;Gross;Release
Un Mundo menos peor;;tt385889;Alejandro Agresti;90 min;Buenos Aires, Federal District, Argentina;http://imdb-poster.b0.upaiyun.com/000/385/889.jpg!cover?_upt=6c3835751383794874;A woman reunites with her husband, who vanished on her years ago.;Carlos Roffé,Mónica Galán,Julieta Cardinali,Mex Urtizberea,Ulises Dumont,Rodrigo Noya,Lidia Catalano,Agustina Noya,Eduardo Argaranaz;Alejandro Agresti;http://www.imdb.com/title/tt0385889/;Drama;7;2004;BVI;10158;09-30-2004
Mean Girls;;tt0377092;Rosalind Wiseman,Tina Fey;97 min;Convocation Hall, University of Toronto, Toronto, Ontario, Canada;http://imdb-poster.b0.upaiyun.com/000/377/092.jpg!cover?_upt=905fee5f1383794874;Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.;Lindsay Lohan,Rachel McAdams,Tina Fey,Tim Meadows,Amy Poehler,Ana Gasteyer,Lacey Chabert,Lizzy Caplan,Daniel Franzese,Neil Flynn,Jonathan Bennett,Amanda Seyfried,Rajiv Surendra,Elana Shilling,Graham Kartna;Mark Waters;http://www.imdb.com/title/tt0377092/;Comedy;6.9;2004;UIP;9725;09-23-2004
Killing Me Softly;;tt0250468;Sean French,Kara Lindstrom;100 min;Adelphi Building, John Adam Street, Strand, London, England, UK;http://imdb-poster.b0.upaiyun.com/000/250/468.jpg!cover?_upt=e92885941383794875;A woman faces deadly consequences for abandoning her loving relationship with her boyfriend to pursue exciting sexual scenarios with a mysterious celebrity mountaineer.;Heather Graham,Joseph Fiennes,Natascha McElhone,Ulrich Thomsen,Ian Hart,Jason Hughes,Kika Markham,Amy Robbins,Yasmin Bannerman,Rebecca Palmer,Ronan Vibert,Olivia Poulet,Ian Aspinall,Helen Grace,Oliver Ryan;Kaige Chen;http://www.imdb.com/title/tt0250468/;Drama,Mystery,Romance,Thriller;5.3;2004;Forever;9394;10-07-2004
Noel;;tt0383534;David Hubbard;96 min;Montréal, Québec, Canada;http://imdb-poster.b0.upaiyun.com/000/383/534.jpg!cover?_upt=932ecdeb1383794876;Five New Yorkers come together on Christmas Eve, seeking a miracle.;Susan Sarandon,Paul Walker,Penélope Cruz,Alan Arkin,Marcus Thomas,Sonny Marinelli,Daniel Sunjata,Chazz Palminteri,Rob Daly,John Doman,Billy Porter,Carmen Ejogo,Donna Hanover,Merwin Mondesir,Una Kay;Chazz Palminteri;http://www.imdb.com/title/tt0383534/;Drama;6.1;2004;Distribution;8547;12-02-2004
Las Horas del día;;tt87247;Nicholas St. John;96 min;New York City, New York, USA;http://imdb-poster.b0.upaiyun.com/000/087/247.jpg!cover?_upt=2d0e60c71383794876;Strippers in Manhattan are being stalked and murdered by a psycho. A hard-nosed police detective and a conflicted ex-boxer-turned-private-eye, hired by the strip club owners, set out to find him before he strikes again.;Tom Berenger,Billy Dee Williams,Jack Scalia,Melanie Griffith,Rossano Brazzi,Rae Dawn Chong,Joe Santos,Michael V. Gazzo,Jan Murray,Janet Julian,Daniel Faraldo,Maria Conchita Alonso,Ola Ray,John Foster,Emilia Crow;Abel Ferrara;http://www.imdb.com/title/tt0087247/;Crime,Drama,Mystery,Thriller;5.4;2004;CDI;6724;07-29-2004
Hotel, hotel;;tt0434090;Ofelia Escasany,Juan Hernando;90 min;;;;Joselo Bella,Rosario Blefari,Lisandro Carret,Hugo Cosiansi,Celeste Harvey,Juan Hernando,Pablo Limarci,Matías Quinn,María Alejandra Riva,Annie Sosa Cordero,Néstor Sánchez,Nelly Vaira;Ofelia Escasany;http://www.imdb.com/title/tt0434090/;;;2004;Indep.;6183;11-25-2004
Alex and Emma;;;;;;;;;;;;;2004;Quasar;6137;11-04-2004
Los Muertos;;tt0407021;Lisandro Alonso;78 min;Corrientes, Argentina;http://imdb-poster.b0.upaiyun.com/000/407/021.jpg!cover?_upt=3d47343e1383794877;Vargas, a 54 year old man, gets out of jail in the prvince of Corrientes, Argentina. Once released, he wants to find his now adult daughter, who lives in a swampy and remote area. To get ...;Argentino Vargas,Francisco Dornez,Yolanda Galarza,Víctor Varela,Francisco Salazar,Hilda Chamorro,Ángel Vera,Javier Lenciza,Raúl Fagundez,Saúl Gómez,Miguel Altamirano,Raúl Ramírez,José Urdangarín,Mario Omar,Ricardo Arriola;Lisandro Alonso;http://www.imdb.com/title/tt0407021/;Drama;6.6;2004;n/a;3766;09-09-2004
El Delantal de Lili;;tt359144;Mariano Galperin,Guido José Mizrahi;;Buenos Aires, Federal District, Argentina;http://imdb-poster.b0.upaiyun.com/000/359/144.jpg!cover?_upt=5cbd0c0d1383794878;;Luis Ziembrowski,Paula Ituriza,Cristina Banegas,José Fabio Sancinetto,Sebastián Borensztein,Valentina Liernud,Martín Pavlovsky,Horacio Dener,Gregory Dayton,Julieta Valina,Kevin Melnisky,Lucía Mizrahi;Mariano Galperin;http://www.imdb.com/title/tt0359144/;Comedy;5.7;2004;Distribution;2814;11-04-2004
Los Perros;;tt0407108;Adrián Jaime,Cecilia Merchán;80 min;Buenos Aires, Federal District, Argentina;;;Ángel Gutiérrez;Adrián Jaime;http://www.imdb.com/title/tt0407108/;Documentary;7.1;2004;Cine Ojo;2083;07-22-2004
Shaun of the Dead;;tt0365748;Simon Pegg,Edgar Wright;99 min;37 Abbots Gardens, East Finchley, London, England, UK;http://imdb-poster.b0.upaiyun.com/000/365/748.jpg!cover?_upt=d7e463541383794879;A man decides to turn his moribund life around by winning back his ex-girlfriend, reconciling his relationship with his mother, and dealing with an entire community that has returned from the dead to eat the living.;Simon Pegg,Kate Ashfield,Nick Frost,Lucy Davis,Dylan Moran,Nicola Cunningham,Keir Mills,Matt Jaynes,Gavin Ferguson,Peter Serafinowicz,Horton Jupiter,Tim Baggaley,Arvind Doshi,Rafe Spall,Sonnell Dadral;Edgar Wright;http://www.imdb.com/title/tt0365748/;Comedy,Horror;8;2004;n/a;1;10-07-2004
Shrek 2;;tt0298148;William Steig,Andrew Adamson;93 min;;http://imdb-poster.b0.upaiyun.com/000/298/148.jpg!cover?_upt=2deeafd91383794879;Princess Fiona's parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.;Mike Myers,Eddie Murphy,Cameron Diaz,Julie Andrews,Antonio Banderas,John Cleese,Rupert Everett,Jennifer Saunders,Aron Warner,Kelly Asbury,Cody Cameron,Conrad Vernon,Christopher Knights,David P. Smith,Mark Moseley;Andrew Adamson,Kelly Asbury;http://www.imdb.com/title/tt0298148/;Animation,Adventure,Comedy,Family,Fantasy;7.3;2004;UIP;6755894;06-17-2004
The Passion of the Christ;;tt0335345;Benedict Fitzgerald,Mel Gibson;127 min,120 min (cut);Basilicata, Italy;http://imdb-poster.b0.upaiyun.com/000/335/345.jpg!cover?_upt=7bb9606d1383794880;A film detailing the final hours and crucifixion of Jesus Christ.;Jim Caviezel,Maia Morgenstern,Christo Jivkov,Francesco De Vito,Monica Bellucci,Mattia Sbragia,Toni Bertorelli,Luca Lionello,Hristo Shopov,Claudia Gerini,Fabio Sartor,Giacinto Ferro,Aleksander Mincer,Sheila Mokhtari,Lucio Allocca;Mel Gibson;http://www.imdb.com/title/tt0335345/;Drama;7;2004;Fox;6057904;03-25-2004
The Lord of the Rings: The Return of the King;;tt0167260;J.R.R. Tolkien,Fran Walsh;201 min,251 min (extended edition),263 min (Special Extended Blu-Ray Edition);Camperdown Studios, Camperdown Road, Miramar, Wellington, New Zealand;http://imdb-poster.b0.upaiyun.com/000/167/260.jpg!cover?_upt=d9b9a23a1383794881;Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.;Noel Appleby,Alexandra Astin,Sean Astin,David Aston,John Bach,Sean Bean,Cate Blanchett,Orlando Bloom,Billy Boyd,Sadwyn Brophy,Alistair Browning,Marton Csokas,Richard Edge,Jason Fitch,Bernard Hill;Peter Jackson;http://www.imdb.com/title/tt0167260/;Action,Adventure,Fantasy;8.9;2004;n/a;4698147;01-01-2004
Patoruzito;;tt0390350;Dante Quinterno,Omar Quiroga;75 min;;;An animated adventure tale about a young boy and his family who live in the Patagonian outback.;Claudio Martínez Bel,Lionel Campoy,Mariano Chiesa,Hernán Chiozza,Lucila Gómez,Noemí Morelli,Florencia Otero;José Luis Massa;http://www.imdb.com/title/tt0390350/;Animation,Musical,Adventure,Comedy,Family,Fantasy;4.2;2004;BVI;3782751;07-08-2004
Troy;;tt0332452;Homer,David Benioff;163 min,196 min (director's cut);Blue Lagoon, Comino, Malta;http://imdb-poster.b0.upaiyun.com/000/332/452.jpg!cover?_upt=3541859b1383794883;An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved.;Julian Glover,Brian Cox,Nathan Jones,Adoni Maropis,Jacob Smith,Brad Pitt,John Shrapnel,Brendan Gleeson,Diane Kruger,Eric Bana,Orlando Bloom,Siri Svegler,Lucie Barat,Ken Bones,Manuel Cauchi;Wolfgang Petersen;http://www.imdb.com/title/tt0332452/;Adventure,Drama;7.1;2004;WB;3682751;05-13-2004
The Incredibles;;tt0317705;Brad Bird;115 min;;http://imdb-poster.b0.upaiyun.com/000/317/705.jpg!cover?_upt=0e260ea71383794885;A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.;Craig T. Nelson,Holly Hunter,Samuel L. Jackson,Jason Lee,Dominique Louis,Teddy Newton,Jean Sincere,Eli Fucile,Maeve Andrews,Wallace Shawn,Spencer Fox,Lou Romano,Wayne Canney,Sarah Vowell,Michael Bird;Brad Bird;http://www.imdb.com/title/tt0317705/;Animation,Action,Adventure,Family;8;2004;BVI;3522266;12-02-2004
The Day After Tomorrow;;tt0319262;Roland Emmerich;124 min;"Colton Street &amp; N Edgeware Road, Los Angeles, California, USA";http://imdb-poster.b0.upaiyun.com/000/319/262.jpg!cover?_upt=541e54051383794886;Jack Hall, paleoclimatologist for NORAD, must make a daring trek across America to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.;Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok,Jay O. Sanders,Sela Ward,Austin Nichols,Arjay Smith,Tamlyn Tomita,Sasha Roiz,Ian Holm,Nassim Sharara,Carl Alacchi,Kenneth Welsh,Michel 'Gish' Abou-Samah;Roland Emmerich;http://www.imdb.com/title/tt0319262/;Action,Adventure,Sci-Fi,Thriller;6.3;2004;Fox;3515848;05-27-2004
Spider-Man 2;;tt0316654;Stan Lee,Steve Ditko;127 min,135 min (DVD extended cut);Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA;http://imdb-poster.b0.upaiyun.com/000/316/654.jpg!cover?_upt=0b7b9d201383794886;Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.;Tobey Maguire,Kirsten Dunst,James Franco,Alfred Molina,Rosemary Harris,J.K. Simmons,Donna Murphy,Daniel Gillies,Dylan Baker,Bill Nunn,Vanessa Ferlito,Aasif Mandvi,Willem Dafoe,Cliff Robertson,Ted Raimi;Sam Raimi;http://www.imdb.com/title/tt0316654/;Action,Adventure,Fantasy;7.4;2004;Sony;3492232;07-01-2004
Harry Potter and the Prisoner of Azkaban;;tt0304141;J.K. Rowling,Steve Kloves;142 min;England, UK;http://imdb-poster.b0.upaiyun.com/000/304/141.jpg!cover?_upt=a94d58281383794887;"It's Harry's third year at Hogwarts; not only does he have a new ""Defense Against the Dark Arts"" teacher, but there is also trouble brewing. Convicted murderer Sirius Black has escaped the Wizards' Prison and is coming after Harry.";Daniel Radcliffe,Richard Griffiths,Pam Ferris,Fiona Shaw,Harry Melling,Adrian Rawlins,Geraldine Somerville,Lee Ingleby,Lenny Henry,Jimmy Gardner,Gary Oldman,Jim Tavaré,Robert Hardy,Abby Ford,Rupert Grint;Alfonso Cuarón;http://www.imdb.com/title/tt0304141/;Adventure,Family,Fantasy,Mystery;7.7;2004;WB;2618839;06-03-2004
Something's Gotta Give;;tt0337741;Nancy Meyers;128 min;Shutters on the Beach - 1 Pico Blvd., Santa Monica, California, USA;http://imdb-poster.b0.upaiyun.com/000/337/741.jpg!cover?_upt=2a07924d1383794888;A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.;Jack Nicholson,Diane Keaton,Keanu Reeves,Frances McDormand,Amanda Peet,Jon Favreau,Paul Michael Glaser,Rachel Ticotin,Paige Butcher,Tanya Sweet,Kristine Szabo,Daniella Van Graas,Tamara Spoelder,Sonja Francis,Vanessa Trump;Nancy Meyers;http://www.imdb.com/title/tt0337741/;Comedy,Romance;6.7;2004;WB;2417682;02-12-2004
The Last Samurai;;tt0325710;John Logan;154 min;Santa Clarita, California, USA;http://imdb-poster.b0.upaiyun.com/000/325/710.jpg!cover?_upt=98cf53a61383794889;An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.;Ken Watanabe,Tom Cruise,William Atherton,Chad Lindberg,Ray Godshall Sr.,Billy Connolly,Tony Goldwyn,Masato Harada,Masashi Odate,John Koyama,Timothy Spall,Shichinosuke Nakamura,Togo Igawa,Satoshi Nikaido,Shintaro Wada;Edward Zwick;http://www.imdb.com/title/tt0325710/;Action,Drama,History,War;7.7;2004;n/a;2327832;01-22-2004
Luna de Avellaneda;;tt347449;Juan José Campanella,Fernando Castets;143 min;Buenos Aires, Federal District, Argentina;http://imdb-poster.b0.upaiyun.com/000/347/449.jpg!cover?_upt=6b264f281383794890;The story of a social and sports club in a Buenos Aires neighborhood and of those who try to save it from being closed.;Ricardo Darín,Eduardo Blanco,Mercedes Morán,Valeria Bertuccelli,Silvia Kutika,José Luis López Vázquez,Daniel Fanego,Atilio Pozzobon,Horacio Peña,María Victoria Biscay,Francisco Fernández De Rosa,Micaela Moreno,Alan Sabbagh,Sofia Bertolotto,Claudia Santos;Juan José Campanella;http://www.imdb.com/title/tt0347449/;Comedy,Drama,Sport;7.2;2004;Distribution;2306410;05-20-2004
Peligrosa obsesión;;;;;;;;;;;;;2004;BVI;1952911;09-16-2004
Garfield: The Movie;;tt0356634;Jim Davis,Joel Cohen;80 min;Elm Street, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA;http://imdb-poster.b0.upaiyun.com/000/356/634.jpg!cover?_upt=537025791383794890;Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.;Breckin Meyer,Jennifer Love Hewitt,Stephen Tobolowsky,Bill Murray,Evan Arnold,Mark Christopher Lawrence,Vanessa Christelle,Daamen J. Krall,Rufus Gifford,Randee Reicher,Ryan McKasson,Susan Moore,Eve Brent,Bill Hoag,Michael Monks;Peter Hewitt;http://www.imdb.com/title/tt0356634/;Comedy,Family;4.8;2004;Fox;1529752;07-15-2004
Shark Tale;;tt0307453;Michael J. Wilson,Rob Letterman;90 min;Los Angeles, California, USA;http://imdb-poster.b0.upaiyun.com/000/307/453.jpg!cover?_upt=3ad7f6101383794891;When a son of a gangster shark boss is accidently killed while on the hunt, his would-be prey and his vegetarian brother both decide to use the incident to their own advantage.;Will Smith,Robert De Niro,Renée Zellweger,Jack Black,Angelina Jolie,Martin Scorsese,Ziggy Marley,Doug E. Doug,Michael Imperioli,Vincent Pastore,Peter Falk,Katie Couric,David Soren,David P. Smith,Bobb'e J. Thompson;Bibo Bergeron,Vicky Jenson;http://www.imdb.com/title/tt0307453/;Animation,Adventure,Comedy,Family;5.9;2004;UIP;1401161;10-07-2004
King Arthur;;tt0349683;David Franzoni;126 min,142 min (director's cut);Ardmore Studios, Herbert Road, Bray, County Wicklow, Ireland;http://imdb-poster.b0.upaiyun.com/000/349/683.jpg!cover?_upt=dd7553431383794891;A demystified take on the tale of King Arthur and the Knights of the Round Table.;Clive Owen,Ioan Gruffudd,Mads Mikkelsen,Joel Edgerton,Hugh Dancy,Ray Winstone,Ray Stevenson,Keira Knightley,Stephen Dillane,Stellan Skarsgård,Til Schweiger,Sean Gilder,Pat Kinevane,Ivano Marescotti,Ken Stott;Antoine Fuqua;http://www.imdb.com/title/tt0349683/;Action,Adventure,Drama,History,War;6.2;2004;BVI;1392727;08-12-2004
Scooby-Doo 2: Monsters Unleashed;;tt0331632;William Hanna,Joseph Barbera;93 min;Britannia Beach, British Columbia, Canada;http://imdb-poster.b0.upaiyun.com/000/331/632.jpg!cover?_upt=68f55d521383794892;"Mystery Inc. must save Coolsville from an attack of past unmasked monsters brought to life by an evil masked figure trying to ""unmask"" the gang.";Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,Linda Cardellini,Seth Green,Peter Boyle,Tim Blake Nelson,Alicia Silverstone,Neil Fanning,Pat O'Brien,Bill Meilen,Zahf Paroo,Chris Gauthier,Peter New,Morgan Brayton;Raja Gosnell;http://www.imdb.com/title/tt0331632/;Action,Adventure,Comedy,Family,Fantasy,Mystery;4.7;2004;WB;1367007;04-01-2004
Shall We Dance;;tt0358135;Masayuki Suo,Audrey Wells;106 min;Chicago, Illinois, USA;http://imdb-poster.b0.upaiyun.com/000/358/135.jpg!cover?_upt=5d0850771383794893;A romantic comedy where a bored, overworked Estate Lawyer, upon first sight of a beautiful instructor, signs up for ballroom dancing lessons.;Richard Gere,Jennifer Lopez,Susan Sarandon,Lisa Ann Walter,Stanley Tucci,Anita Gillette,Bobby Cannavale,Omar Benson Miller,Tamara Hope,Stark Sands,Richard Jenkins,Nick Cannon,Sarah Lafleur,Onalee Ames,Diana Salvatore;Peter Chelsom;http://www.imdb.com/title/tt0358135/;Comedy,Drama,Romance;5.9;2004;BVI;1260318;11-11-2004
The Village;;tt0368447;M. Night Shyamalan;108 min;Centerville, Delaware, USA;http://imdb-poster.b0.upaiyun.com/000/368/447.jpg!cover?_upt=a771f1601383794894;The population of a small, isolated countryside village believe that their alliance with the mysterious creatures that inhabit the forest around them is coming to an end.;Bryce Dallas Howard,Joaquin Phoenix,Adrien Brody,William Hurt,Sigourney Weaver,Brendan Gleeson,Cherry Jones,Celia Weston,John Christopher Jones,Frank Collison,Jayne Atkinson,Judy Greer,Fran Kranz,Michael Pitt,Jesse Eisenberg;M. Night Shyamalan;http://www.imdb.com/title/tt0368447/;Drama,Mystery,Thriller;6.5;2004;BVI;1180836;09-02-2004
The Terminal;;tt0362227;Andrew Niccol,Sacha Gervasi;128 min;Lexington Avenue, Manhattan, New York City, New York, USA;http://imdb-poster.b0.upaiyun.com/000/362/227.jpg!cover?_upt=00967e3c1383794895;An eastern immigrant finds himself stranded in JFK airport, and must take up temporary residence there.;Tom Hanks,Catherine Zeta-Jones,Stanley Tucci,Chi McBride,Diego Luna,Barry Shabaka Henley,Kumar Pallana,Zoe Saldana,Eddie Jones,Jude Ciccolella,Corey Reynolds,Guillermo Díaz,Honorine Bell,Stephen Mendel,Valeriy Nikolaev;Steven Spielberg;http://www.imdb.com/title/tt0362227/;Comedy,Drama;7.2;2004;UIP;1087743;09-09-2004
The Polar Express;;tt0338348;Chris Van Allsburg,Robert Zemeckis;100 min;Culver Studios - 9336 W. Washington Blvd., Culver City, California, USA;http://imdb-poster.b0.upaiyun.com/000/338/348.jpg!cover?_upt=e4cd02b41383794895;On Christmas Eve, a doubting boy boards a magical train that's headed to the North Pole and Santa Claus's home.;Tom Hanks,Leslie Zemeckis,Eddie Deezen,Nona Gaye,Peter Scolari,Brendan King,Andy Pellick,Josh Eli,Mark Mendonca,Rolandas Hendricks,Mark Goodman,Jon Scott,Gregory Gast,Sean Scott,Gordon Hart;Robert Zemeckis;http://www.imdb.com/title/tt0338348/;Animation,Adventure,Family,Fantasy;6.5;2004;WB;1035679;12-09-2004
Spy Kids 3D: Game Over;;tt338459;Robert Rodriguez;84 min;Congress Avenue, Austin, Texas, USA;http://imdb-poster.b0.upaiyun.com/000/338/459.jpg!cover?_upt=397bfefd1383794896;Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker (Stallone). It's up to Juni to save his sister, and ultimately the world.;Antonio Banderas,Carla Gugino,Alexa Vega,Daryl Sabara,Ricardo Montalban,Holland Taylor,Sylvester Stallone,Mike Judge,Salma Hayek,Matt O'Leary,Emily Osment,Ryan Pinkston,Robert Vito,Bobby Edner,Courtney Jines;Robert Rodriguez;http://www.imdb.com/title/tt0338459/;Action,Adventure,Comedy,Family,Sci-Fi;4;2004;n/a;1011186;01-15-2004
Master and Commander: The Far Side of the World;;tt0311113;Patrick O'Brian,Peter Weir;138 min;Fox Baja Studios, Rosarito, Baja California Norte, Mexico;http://imdb-poster.b0.upaiyun.com/000/311/113.jpg!cover?_upt=b5c164f21383794897;During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.;Russell Crowe,Paul Bettany,James D'Arcy,Edward Woodall,Chris Larkin,Max Pirkis,Jack Randall,Max Benitz,Lee Ingleby,Richard Pates,Robert Pugh,Richard McCabe,Ian Mercer,Tony Dolan,David Threlfall;Peter Weir;http://www.imdb.com/title/tt0311113/;Action,Adventure,Drama,War;7.4;2004;n/a;936649;02-19-2004
Fahrenheit 9/11;;tt0361596;Michael Moore;122 min;Baghdad, Iraq;http://imdb-poster.b0.upaiyun.com/000/361/596.jpg!cover?_upt=eeaf61031383794897;"Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.";Ben Affleck,Stevie Wonder,George W. Bush,James Baker III,Richard Gephardt,Tom Daschle,Jeffrey Toobin,Al Gore,Condoleezza Rice,Donald Rumsfeld,Saddam Hussein,George Bush,Ricky Martin,Byron Dorgan,Osama bin Laden;Michael Moore;http://www.imdb.com/title/tt0361596/;Documentary,History,War;7.5;2004;Distribution;926940;07-15-2004
All or Nothing;;tt0286261;Mike Leigh;128 min,128 min,121 min (TV);Kent, England, UK;http://imdb-poster.b0.upaiyun.com/000/286/261.jpg!cover?_upt=63f002bf1383794898;Penny's love for her partner, taxi-driver Phil, has run dry. He is a gentle, philosophical guy, and she works on the checkout at a supermarket. Their daughter Rachel cleans in a home for ...;Alison Garland,Jean Ainslie,Timothy Spall,Badi Uzzaman,Parvez Qadir,Russell Mabey,Lesley Manville,Ruth Sheen,Thomas Brown-Lowe,Oliver Golding,Henri McCarthy,Ben Wattley,Paul Jesson,Gary McDonald,Diveen Henry;Mike Leigh;http://www.imdb.com/title/tt0286261/;Drama,Comedy;7.4;2004;CGI;925818;09-16-2004
Home on the Range;;tt0299172;Will Finn,John Sanford;76 min;;http://imdb-poster.b0.upaiyun.com/000/299/172.jpg!cover?_upt=f82714c61383794899;To save their farm, the resident animals go bounty hunting for a notorious outlaw.;G.W. Bailey,Roseanne Barr,Bobby Block,Steve Buscemi,Carole Cook,Charlie Dell,Judi Dench,Charles Dennis,Marshall Efron,Joe Flaherty,Cuba Gooding Jr.,Charles Haid,Estelle Harris,Lance LeGault,Sam J. Levine;Will Finn,John Sanford;http://www.imdb.com/title/tt0299172/;Animation,Comedy,Family,Music,Western;5.3;2004;BVI;883948;07-08-2004
Scary Movie 3;;tt0306047;Craig Mazin,Pat Proft;84 min;Lions Gate Film Studios, Vancouver, British Columbia, Canada;http://imdb-poster.b0.upaiyun.com/000/306/047.jpg!cover?_upt=29ccbdcf1383794900;In the third installment of the Scary Movie franchise, Cindy has to investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.;Pamela Anderson,Jenny McCarthy,Marny Eng,Charlie Sheen,Simon Rex,Jianna Ballard,Jeremy Piven,Anna Faris,Timothy Stack,Elaine Klimaszewski,Diane Klimaszewski,Camryn Manheim,Drew Mikuska,Regina Hall,Darrell Hammond;David Zucker;http://www.imdb.com/title/tt0306047/;Comedy;5.3;2004;n/a;873055;02-05-2004
Exorcist: The Beginning;;tt0204313;William Peter Blatty,William Wisher Jr.;114 min;Casablanca, Morocco;http://imdb-poster.b0.upaiyun.com/000/204/313.jpg!cover?_upt=891e9d7e1383794901;Years before Father Lancaster Merrin helped save Regan MacNeil's soul, he first encounters the demon Pazuzu in East Africa. This is the tale of Father Merrin's initial battle with Pazuzu and the rediscovery of his faith.;Stellan Skarsgård,Izabella Scorupco,James D'Arcy,Remy Sweeney,Julian Wadham,Andrew French,Ralph Brown,Ben Cross,David Bradley,Alan Ford,Antonie Kamerling,Eddie Osei,Israel Oyelumade,Patrick O'Kane,James Bellamy;Renny Harlin;http://www.imdb.com/title/tt0204313/;Horror,Mystery,Thriller;5;2004;WB;871050;10-07-2004
Collateral;;tt0369339;Stuart Beattie;120 min;1839 S. Union, Los Angeles, California, USA;http://imdb-poster.b0.upaiyun.com/000/369/339.jpg!cover?_upt=f03207b61383794902;A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles. He must find a way to save both himself and one last victim.;Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Mark Ruffalo,Peter Berg,Bruce McGill,Irma P. Hall,Barry Shabaka Henley,Richard T. Jones,Klea Scott,Bodhi Elfman,Debi Mazar,Javier Bardem,Emilio Rivera,Jamie McBride;Michael Mann;http://www.imdb.com/title/tt0369339/;Crime,Drama,Thriller;7.6;2004;UIP;825953;08-19-2004
Van Helsing;;tt0338526;Stephen Sommers;131 min;Downey Studios - 12214 Lakewood Boulevard, Downey, California, USA;http://imdb-poster.b0.upaiyun.com/000/338/526.jpg!cover?_upt=e308e3221383794903;The notorious monster hunter is sent to Transylvania to stop Count Dracula who is using Dr. Frankenstein's research and a werewolf for some sinister purpose.;Hugh Jackman,Kate Beckinsale,Richard Roxburgh,David Wenham,Shuler Hensley,Elena Anaya,Will Kemp,Kevin J. O'Connor,Alun Armstrong,Silvia Colloca,Josie Maran,Tom Fisher,Samuel West,Robbie Coltrane,Stephen Fisher;Stephen Sommers;http://www.imdb.com/title/tt0338526/;Action,Adventure,Fantasy,Mystery,Thriller;5.8;2004;UIP;742555;05-06-2004
I, Robot;;tt0343818;Jeff Vintar,Akiva Goldsman;115 min;Chicago, Illinois, USA;http://imdb-poster.b0.upaiyun.com/000/343/818.jpg!cover?_upt=a125e84f1383794905;In the year 2035 a techno-phobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.;Will Smith,Bridget Moynahan,Alan Tudyk,James Cromwell,Bruce Greenwood,Adrian Ricard,Chi McBride,Jerry Wasserman,Fiona Hogan,Peter Shinkoda,Terry Chen,David Haysom,Scott Heindl,Sharon Wilkins,Craig March;Alex Proyas;http://www.imdb.com/title/tt0343818/;Action,Mystery,Sci-Fi,Thriller;7;2004;Fox;729731;07-29-2004
The Forgotten;;tt0356618;Gerald Di Pego;91 min,94 min (extended);Brooklyn Heights, Brooklyn, New York City, New York, USA;http://imdb-poster.b0.upaiyun.com/000/356/618.jpg!cover?_upt=808cde9c1383794905;Told that their children never existed, a man and woman soon discover that there's a much bigger enemy at work.;Julianne Moore,Christopher Kovaleski,Matthew Pleszewicz,Anthony Edwards,Jessica Hecht,Linus Roache,Gary Sinise,Dominic West,Scott Nicholson,P.J. Morrison,Robert Wisdom,Tim Kang,Kathryn Faughnan,Alfre Woodard,Felix Solis;Joseph Ruben;http://www.imdb.com/title/tt0356618/;Drama,Mystery,Sci-Fi,Thriller;5.7;2004;Sony;711647;11-25-2004
