Movie;MMAstring2;idimdb;Writers;Runtime;Filming_locations;Poster 1;Plot_simple;Actors;Directors;IMDBurl;Genres;Rating;Year;Distributor;Gross;Release
This Is 40;;tt1758830;Judd Apatow;134 min;Los Angeles, California, USA;http://imdb-poster.b0.upaiyun.com/001/758/830.jpg!cover?_upt=5c5a38ae1383796377;Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.;Paul Rudd,Leslie Mann,Maude Apatow,Iris Apatow,Jason Segel,Annie Mumolo,Robert Smigel,Megan Fox,Charlyne Yi,Hugh Fink,Graham Parker,Tom Freund,D.A. Sandoval,Megan Grano,Mackenzie Aladjem;Judd Apatow;http://www.imdb.com/title/tt1758830/;Comedy;6.2;2013;Distribution;232497;04-04-2013
The Company You Keep;;tt1381404;Lem Dobbs,Neil Gordon;125 min;Vancouver, British Columbia, Canada;http://imdb-poster.b0.upaiyun.com/001/381/404.jpg!cover?_upt=18bfe34a1383796377;A former Weather Underground activist goes on the run from a journalist who has discovered his identity.;Robert Redford,Shia LaBeouf,Julie Christie,Susan Sarandon,Nick Nolte,Chris Cooper,Terrence Howard,Stanley Tucci,Richard Jenkins,Anna Kendrick,Brendan Gleeson,Brit Marling,Sam Elliott,Stephen Root,Jackie Evancho;Robert Redford;http://www.imdb.com/title/tt1381404/;Drama,Thriller;6.3;2013;n/a;223605;08-15-2013
The Words;;tt1840417;Brian Klugman,Lee Sternthal;102 min;Montréal, Québec, Canada;http://imdb-poster.b0.upaiyun.com/001/840/417.jpg!cover?_upt=f6bb8e901383796378;A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.;Dennis Quaid,John Hannah,Jeremy Irons,Bradley Cooper,Zoe Saldana,Vito DeFilippo,Michael McKean,Lucinda Davis,J.K. Simmons,Olivia Wilde,James Babson,Kevin Desfosses,Ron Rifkin,Brian Klugman,Liz Stauber;Brian Klugman,Lee Sternthal;http://www.imdb.com/title/tt1840417/;Drama,Mystery,Romance;6.9;2013;Alfa;220915;04-25-2013
The Last Stand;;tt1549920;Andrew Knauer;107 min;Bosque Farms, New Mexico, USA;http://imdb-poster.b0.upaiyun.com/001/549/920.jpg!cover?_upt=03bd78d61383796378;The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.;Arron Shiver,Arnold Schwarzenegger,Forest Whitaker,Titos Menchaca,Richard Dillard,Eduardo Noriega,Luis Guzmán,Doug Jackson,Jaimie Alexander,Mathew Greer,Peter Stormare,Chris Browning,Zach Gilford,Christiana Leucas,Johnny Knoxville;Kim Jee-Woon;http://www.imdb.com/title/tt1549920/;Action,Crime,Thriller;6.4;2013;Alfa;217700;01-24-2013
Trance;;tt1924429;Joe Ahearne,John Hodge;101 min;Victoria and Albert Museum, South Kensington, London, England, UK;http://imdb-poster.b0.upaiyun.com/001/924/429.jpg!cover?_upt=14436c281383796379;An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.;James McAvoy,Vincent Cassel,Rosario Dawson,Danny Sapani,Matt Cross,Wahab Sheikh,Mark Poltimore,Tuppence Middleton,Simon Kunz,Michael Shaeffer,Tony Jayawardena,Vincent Montuel,Jai Rajani,Spencer Wilding,Gursharan Chaggar;Danny Boyle;http://www.imdb.com/title/tt1924429/;Crime,Drama,Mystery,Thriller;7;2013;Fox;193276;05-02-2013
Monsieur Lazhar;;tt2011971;Philippe Falardeau;94 min;;http://imdb-poster.b0.upaiyun.com/002/011/971.jpg!cover?_upt=e51639d91383796380;At a Montréal public grade school, an Algerian immigrant is hired to replace a popular teacher who committed suicide in her classroom. While helping his students deal with their grief, his own recent loss is revealed.;Mohamed Fellag,Sophie Nélisse,Émilien Néron,Marie-Ève Beauregard,Vincent Millard,Seddik Benslimane,Louis-David Leblanc,Gabriel Verdier,Marianne Soucy-Lord,Danielle Proulx,Brigitte Poupart,Jules Philip,Louis Champagne,Daniel Gadouas,Francine Ruel;Philippe Falardeau;http://www.imdb.com/title/tt2011971/;Comedy,Drama;7.5;2013;Distribution;186840;04-11-2013
Teen Angels El Adios;;;;;;;;;;;;;2013;Disney;168161;05-30-2013
Stand Up Guys;;tt1389096;Noah Haidle;95 min;Los Angeles, California, USA;http://imdb-poster.b0.upaiyun.com/001/389/096.jpg!cover?_upt=423538581383796380;A pair of aging stickup men try to get the old gang back together for one last hurrah before one of the guys takes his last assignment - to kill his comrade.;Al Pacino,Christopher Walken,Alan Arkin,Julianna Margulies,Mark Margolis,Lucy Punch,Addison Timlin,Vanessa Ferlito,Katheryn Winnick,Bill Burr,Craig Sheffer,Yorgo Constantine,Weronika Rosati,Courtney Galiano,Lauriane Gilliéron;Fisher Stevens;http://www.imdb.com/title/tt1389096/;Comedy,Crime;6.5;2013;n/a;166222;01-24-2013
Pensé que iba a haber fiesta;;;;;;;;;;;;;2013;UIP;163639;05-09-2013
The Master;;tt1560747;Paul Thomas Anderson;144 min;Oakland, California, USA;http://imdb-poster.b0.upaiyun.com/001/560/747.jpg!cover?_upt=f93cbfa01383796381;A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.;Joaquin Phoenix,Price Carson,Mike Howard,Sarah Shoshana David,Bruce Goodchild,Matt Hering,Dan Anderson,Andrew Koponen,Jeffrey W. Jenkins,Patrick Biggs,Ryan Curtis,Jay Laurence,Abraxas Adams,Tina Bruna,Kevin Hudnell;Paul Thomas Anderson;http://www.imdb.com/title/tt1560747/;Drama;7.1;2013;n/a;154364;02-28-2013
Grave Encounters 2;;tt2231554;The Vicious Brothers;95 min;Vancouver, British Columbia, Canada;http://imdb-poster.b0.upaiyun.com/002/231/554.jpg!cover?_upt=2a0624911383796382;A film student who is obsessed with the movie Grave Encounters sets out with his friends to visit the psychiatric hospital depicted in the original film.;Shawn C. Phillips,Jennica Fulton,Jeffrey Bowyer-Chapman,Charlie Kerr,Francisco Passuelo,Andrew Amphlett,J. Jones,Mike Holtz,Calvin Walantus,Zach Lorkiewicz,Chris Hill,Tessa Paige Bildstein,Simone Belshaw,Nikkie Mucci,Matt Longwell;John Poliquin;http://www.imdb.com/title/tt2231554/;Horror;5;2013;Alfa;147907;10-03-2013
V/H/S/2;;tt2450186;Timo Tjahjanto,Brad Miska;96 min;Frederick County, Maryland, USA;http://imdb-poster.b0.upaiyun.com/002/450/186.jpg!cover?_upt=1baf08d11383796382;Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance.;Lawrence Michael Levine,Kelsy Abbott,L.C. Holt,Simon Barrett,Mindy Robinson,Mónica Sánchez Navarro,Adam Wingard,Hannah Hughes,John T. Woods,Corrie Lynn Fitzpatrick,Brian Udovich,John Karyus,Casey Adams,Jay Saunders,Bette Cassatt;Simon Barrett,Jason Eisener;http://www.imdb.com/title/tt2450186/;Horror,Thriller;6.3;2013;n/a;143291;08-29-2013
Puerta de Hierro, El Exilio de Peron;;;;;;;;;;;;;2013;n/a;138794;04-11-2013
Hitchcock;;tt0975645;John J. McLaughlin,Stephen Rebello;98 min;Downtown, Los Angeles, California, USA;http://imdb-poster.b0.upaiyun.com/000/975/645.jpg!cover?_upt=4b2a597a1383796382;A love story between influential filmmaker Alfred Hitchcock and wife Alma Reville during the filming of  in 1959.;Anthony Hopkins,Helen Mirren,Scarlett Johansson,Danny Huston,Toni Collette,Michael Stuhlbarg,Michael Wincott,Jessica Biel,James D'Arcy,Richard Portnow,Kurtwood Smith,Ralph Macchio,Kai Lennox,Tara Summers,Wallace Langham;Sacha Gervasi;http://www.imdb.com/title/tt0975645/;Biography,Drama;6.9;2013;Fox;137154;03-07-2013
Hannah Arendt;;tt1674773;Pam Katz,Margarethe von Trotta;113 min;Israel;http://imdb-poster.b0.upaiyun.com/001/674/773.jpg!cover?_upt=c5c52c541383796383;A look at the life of philosopher and political theorist Hannah Arendt, who reported for The New Yorker on the war crimes trial of the Nazi Adolf Eichmann.;Barbara Sukowa,Axel Milberg,Janet McTeer,Julia Jentsch,Ulrich Noethen,Michael Degen,Nicholas Woodeson,Victoria Trauttmansdorff,Klaus Pohl,Timothy Lone,Friederike Becht,Harvey Friedman,Megan Gay,Claire Johnston,Gilbert Johnston;Margarethe von Trotta;http://www.imdb.com/title/tt1674773/;Biography,Drama;7.1;2013;Alfa;134210;09-26-2013
Safe Haven;"[{""rating"": 4.0, ""writers"": [""Wings Hauser"", ""Nancy Locke""], ""year"": 1987, ""plot"": ""When his family is murdered by members of a drug gang, an undercover CIA agent tracks them down, but they escape and flee to their hideout, a fortress in South America. Knowing he can't count on the local authorities for aid, he calls on one of his fellow CIA agents for help in cracking the fortress, and getting to the gangsters and eliminating them and their leader."", ""genres"": [""Action""], ""title"": ""No Safe Haven"", ""imdb_url"": ""http://www.imdb.com/title/tt0093639/"", ""directors"": [""Ronnie Rondell Jr.""], ""rating_count"": 65, ""actors"": [""Wings Hauser"", ""Robert Tessier"", ""Branscombe Richmond"", ""Robert Ahola"", ""Marina Rice"", ""Harvey Martin"", ""Tom Campitelli"", ""Evelyn Moore"", ""Chris Douridas"", ""Nancy Locke"", ""Gil Glasgow"", ""Chuck Boutwell"", ""Dallas Monroe""], ""plot_simple"": ""When his family is murdered by members of a drug gang, an undercover CIA agent tracks them down, but they escape and flee to their hideout, a fortress in South America. Knowing he can't ..."", ""type"": ""M"", ""business"": {""filming_dates"": [[{""year"": 1986}]]}, ""poster"": {""imdb"": ""http://ia.media-imdb.com/images/M/MV5BMTI5OTY2MzQ5Nl5BMl5BanBnXkFtZTcwNTMzNzgxMQ@@._V1_SY317_CR9,0,214,317_.jpg"", ""cover"": ""http://imdb-poster.b0.upaiyun.com/000/093/639.jpg!cover?_upt=d2b7e3cb1383797510""}, ""imdb_id"": ""tt0093639"", ""also_known_as"": [{""country"": ""Spain"", ""title"": ""No hay refugio seguro""}, {""country"": ""Finland"", ""title"": ""Rajana taivas""}, {""remarks"": [""video title""], ""country"": ""Greece"", ""title"": ""Horis elpida""}, {""country"": ""Italy"", ""title"": ""Fuga senza scampo""}, {""country"": ""West Germany"", ""title"": ""Clint Harris - Mit dem R\u00fccken zur Wand""}], ""language"": [""English""], ""technical"": {""color"": [""Color""], ""sound_mix"": [""Ultra Stereo""], ""printed_film_format"": [""35 mm""], ""film_negative_format"": [""35 mm""]}, ""country"": [""USA""], ""release_date"": [{""country"": ""West Germany"", ""month"": 7, ""day"": 2, ""year"": 1987}, {""country"": ""France"", ""month"": 9, ""day"": 14, ""year"": 1988}, {""remarks"": [""video premiere""], ""country"": ""USA"", ""month"": 9, ""day"": 20, ""year"": 1989}], ""filming_locations"": ""Alamo Village - Highway 674, Brackettville, Texas, USA"", ""runtime"": [""95 min""]}]";tt1702439;;;;;;;;;;;2013;n/a;123585;06-06-2013
Comme un chef (The Chef);;tt1911553;Daniel Cohen;84 min;;;A veteran chef faces off against his restaurant group's new CEO, who wants to the establishment to lose a star from its rating in order to bring in a younger chef who specializes in molecular gastronomy.;Jean Reno,Michaël Youn,Raphaëlle Agogué,Julien Boisselier,Salomé Stévenin,Serge Larivière,Issa Doumbia,Bun-hay Mean,Pierre Vernier,Santiago Segura,Geneviève Casile,André Penvern,Rebecca Miquel,James Gerard,Henri Payet;Daniel Cohen;http://www.imdb.com/title/tt1911553/;Comedy;6.4;2013;Distribution;117853;07-11-2013
Et si on vivait tous ensemble?;;;;;;;;;;;;;2013;IFA;111615;03-14-2013
Identity Thief;;tt2024432;Craig Mazin,Jerry Eeten;111 min,121 min (unrated);Atlanta, Georgia, USA;http://imdb-poster.b0.upaiyun.com/002/024/432.jpg!cover?_upt=8970c3ab1383796385;Mild-mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless-looking woman who has been living it up after stealing Sandy's identity.;Jason Bateman,Melissa McCarthy,Jon Favreau,Amanda Peet,T.I.,Genesis Rodriguez,Morris Chestnut,John Cho,Robert Patrick,Eric Stonestreet,Jonathan Banks,Ryan Gaul,Steve Mallory,Tyler Nilson,Steve Little;Seth Gordon;http://www.imdb.com/title/tt2024432/;Comedy,Crime;5.6;2013;Distribution;106947;07-25-2013
Renoir;;tt2150332;Gilles Bourdos,Jacques Renoir;111 min;Domaine du Rayol, Rayol-Canadel-sur-Mer, Var, France;http://imdb-poster.b0.upaiyun.com/002/150/332.jpg!cover?_upt=b32412bd1383796385;Set on the French Riviera in the summer of 1915, Jean Renoir -- son of the Impressionist painter, Pierre-Auguste -- returns home to convalesce after being wounded in World War I. At his ...;Michel Bouquet,Christa Theret,Vincent Rottiers,Thomas Doret,Romane Bohringer,Michèle Gleizer,Laurent Poitrenaux,Annelise Heimburger,Sylviane Goudal,Solène Rigot,Emmanuelle Lepoutre,Carlo Brandt,Thierry Hancisse,Alice Barnole,Jean Adrien Espiasse;Gilles Bourdos;http://www.imdb.com/title/tt2150332/;Drama;6.5;2013;Impacto;106415;08-08-2013
Tabu;;tt2153963;Miguel Gomes,Mariana Ricardo;118 min;Lisbon, Portugal;http://imdb-poster.b0.upaiyun.com/002/153/963.jpg!cover?_upt=79a7ee921383796385;A restless retired woman teams up with her deceased neighbor's maid to seek out a man who has a secret connection to her past life as a farm owner at the foothill of Mount Tabu in Africa.;Teresa Madruga,Laura Soveral,Ana Moreira,Henrique Espírito Santo,Carloto Cotta,Isabel Muñoz Cardoso,Ivo Müller,Manuel Mesquita,Paulo Amorim,Hortêncílio Aquina,Araceli Fuente Basconcillos,Duarte Caires,Joaquim Carvalho,Bruno Duarte,Claúdia Esteves;Miguel Gomes;http://www.imdb.com/title/tt2153963/;Drama,Romance;7.3;2013;n/a;102166;04-26-2013
Barbara (2012);;tt2178941;Christian Petzold,Harun Farocki;105 min;Schneidlingen, Hecklingen, Saxony-Anhalt, Germany;http://imdb-poster.b0.upaiyun.com/002/178/941.jpg!cover?_upt=ac5e11231383796386;A doctor working in 1980s East Germany finds herself banished to a small country hospital.;Nina Hoss,Ronald Zehrfeld,Rainer Bock,Christina Hecke,Claudia Geisler,Peter Weiss,Carolin Haupt,Deniz Petzold,Rosa Enskat,Jasna Fritzi Bauer,Peer-Uwe Teska,Elisabeth Lehmann,Mark Waschke,Peter Benedict,Thomas Neumann;Christian Petzold;http://www.imdb.com/title/tt2178941/;Drama;7.1;2013;n/a;100832;06-20-2013
The Hunter (2011);"[{""rating"": 7.6, ""writers"": [""Tom Clancy"", ""Larry Ferguson""], ""year"": 1990, ""plot"": ""Soviets create a new nuclear submarine that runs silent due to a revolutionary propulsion system. Russian sub captain defects, goal of taking it to the U.S.A. to prevent the Russians from using the sub to wreak nuclear (missile) war against the U.S. Lots of plot turns and twists in this high-tech thriller."", ""genres"": [""Action"", ""Adventure"", ""Thriller""], ""rated"": ""PG"", ""title"": ""The Hunt for Red October"", ""imdb_url"": ""http://www.imdb.com/title/tt0099810/"", ""directors"": [""John McTiernan""], ""rating_count"": 103136, ""actors"": [""Sean Connery"", ""Alec Baldwin"", ""Scott Glenn"", ""Sam Neill"", ""James Earl Jones"", ""Joss Ackland"", ""Richard Jordan"", ""Peter Firth"", ""Tim Curry"", ""Courtney B. Vance"", ""Stellan Skarsg\u00e5rd"", ""Jeffrey Jones"", ""Timothy Carhart"", ""Larry Ferguson"", ""Fred Dalton Thompson""], ""plot_simple"": ""In 1984, the USSR's best submarine captain in their newest sub violates orders and heads for the USA. Is he trying to defect, or to start a war?"", ""type"": ""M"", ""business"": {""opening_weekend"": [{""year"": 1990, ""remarks"": [""1,225 Screens""], ""money"": ""$17,161,835"", ""country"": ""USA"", ""day"": 4, ""month"": 3}], ""gross"": [{""money"": ""$120,709,868"", ""country"": ""USA""}, {""remarks"": [""except USA""], ""money"": ""$78,500,000"", ""country"": ""Worldwide""}, {""money"": ""$199,200,000"", ""country"": ""Worldwide""}, {""money"": ""SEK 21,156,958"", ""country"": ""Sweden""}], ""filming_dates"": [[{""month"": 4, ""day"": 3, ""year"": 1989}]], ""budget"": [{""remarks"": [""estimated""], ""money"": ""$30,000,000""}], ""admissions"": [{""money"": ""1,141,695"", ""country"": ""France""}, {""money"": ""1,377,713"", ""country"": ""Germany""}, {""money"": ""375,835"", ""country"": ""Sweden""}], ""copyright_holder"": [[""Paramount Pictures Corporation""]], ""rentals"": [{""money"": ""$58,500,000"", ""country"": ""USA""}]}, ""poster"": {""imdb"": ""http://ia.media-imdb.com/images/M/MV5BMTgxMTE3ODY3OF5BMl5BanBnXkFtZTcwNjY3NDEzMQ@@._V1_SY317_CR4,0,214,317_.jpg"", ""cover"": ""http://imdb-poster.b0.upaiyun.com/000/099/810.jpg!cover?_upt=582726241383797511""}, ""imdb_id"": ""tt0099810"", ""also_known_as"": [{""country"": ""Argentina"", ""title"": ""La caza al Octubre Rojo""}, {""country"": ""Austria"", ""title"": ""Jagd auf 'Roter Oktober'""}, {""country"": ""Brazil"", ""title"": ""Ca\u00e7ada ao Outubro Vermelho""}, {""remarks"": [""French title""], ""country"": ""Canada"", ""title"": ""\u00c0 la poursuite d'Octobre Rouge""}, {""country"": ""Denmark"", ""title"": ""Jagten p\u00e5 R\u00f8de Oktober""}, {""country"": ""Spain"", ""title"": ""La caza del Octubre Rojo""}, {""country"": ""Finland"", ""title"": ""Punaisen Lokakuun mets\u00e4stys""}, {""country"": ""France"", ""title"": ""\u00c0 la poursuite d'Octobre Rouge""}, {""remarks"": [""transliterated ISO-LATIN-1 title""], ""country"": ""Greece"", ""title"": ""To kynigi tou kokkinou Oktovri""}, {""country"": ""Hungary"", ""title"": ""Vad\u00e1szat a V\u00f6r\u00f6s Okt\u00f3berre""}, {""country"": ""Italy"", ""title"": ""Caccia a Ottobre Rosso""}, {""country"": ""Norway"", ""title"": ""Jakten p\u00e5 R\u00f8d Oktober""}, {""country"": ""Peru"", ""title"": ""La caza al Octubre Rojo""}, {""country"": ""Poland"", ""title"": ""Polowanie na Czerwony Pazdziernik""}, {""country"": ""Portugal"", ""title"": ""Ca\u00e7a ao Outubro Vermelho""}, {""country"": ""Serbia"", ""title"": ""Lov na Crveni oktobar""}, {""country"": ""Sweden"", ""title"": ""Jakten p\u00e5 R\u00f6d Oktober""}, {""remarks"": [""Turkish title""], ""country"": ""Turkey"", ""title"": ""Kizil ekim""}, {""country"": ""West Germany"", ""title"": ""Jagd auf 'Roter Oktober'""}], ""language"": [""English"", ""Russian""], ""technical"": {""film_length"": [""3,707 m (Sweden)""], ""printed_film_format"": [""35 mm (Eastman 5384)"", ""70 mm (blow-up) (Eastman 5384)""], ""color"": [""Color (Technicolor)""], ""sound_mix"": [""70 mm 6-Track (70 mm prints)"", ""Dolby SR (35 mm prints)""], ""cinematographic_process"": [""Panavision (anamorphic)""], ""film_negative_format"": [""35 mm""], ""aspect_ratio"": [""2.20 : 1 (70 mm prints)"", ""2.35 : 1""], ""laboratory"": [""Technicolor""], ""runtime"": [""2 hr 14 min (134 min)""]}, ""country"": [""USA""], ""release_date"": [{""country"": ""USA"", ""month"": 3, ""day"": 2, ""year"": 1990}, {""country"": ""Australia"", ""month"": 4, ""day"": 5, ""year"": 1990}, {""country"": ""Ireland"", ""month"": 4, ""day"": 20, ""year"": 1990}, {""country"": ""UK"", ""month"": 4, ""day"": 20, ""year"": 1990}, {""country"": ""Argentina"", ""month"": 5, ""day"": 10, ""year"": 1990}, {""country"": ""Japan"", ""month"": 7, ""day"": 14, ""year"": 1990}, {""country"": ""Brazil"", ""month"": 7, ""day"": 20, ""year"": 1990}, {""country"": ""West Germany"", ""month"": 8, ""day"": 9, ""year"": 1990}, {""country"": ""Sweden"", ""month"": 8, ""day"": 10, ""year"": 1990}, {""remarks"": [""Davao""], ""country"": ""Philippines"", ""month"": 8, ""day"": 14, ""year"": 1990}, {""country"": ""Spain"", ""month"": 8, ""day"": 15, ""year"": 1990}, {""country"": ""Netherlands"", ""month"": 8, ""day"": 17, ""year"": 1990}, {""country"": ""France"", ""month"": 8, ""day"": 29, ""year"": 1990}, {""country"": ""Denmark"", ""month"": 8, ""day"": 31, ""year"": 1990}, {""country"": ""Portugal"", ""month"": 8, ""day"": 31, ""year"": 1990}, {""country"": ""Finland"", ""month"": 9, ""day"": 7, ""year"": 1990}, {""country"": ""Hungary"", ""month"": 9, ""day"": 13, ""year"": 1990}, {""country"": ""Turkey"", ""month"": 9, ""day"": 14, ""year"": 1990}, {""remarks"": [""Digital Film Festival""], ""country"": ""Canada"", ""month"": 2, ""day"": 9, ""year"": 2011}], ""filming_locations"": ""USA"", ""runtime"": [""134 min""]}]";tt1703148;;;;;;;;;;;2013;Impacto;96203;06-13-2013
